 ********  FileScanner:: keyword 'gamma' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'shock' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'tau' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rho' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhoa' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhow' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cda' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cdw' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Pstern' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'ellipse' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'C' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'deltamin' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Tref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Lref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windx' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windy' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'f' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_w' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_a' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'gamma' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'shock' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'tau' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rho' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhoa' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhow' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cda' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cdw' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Pstern' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'ellipse' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'C' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'deltamin' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Tref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Lref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windx' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windy' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'f' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_w' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_a' found in param-file but not registered in the DataFormatHandler-code.
Newton: 5	40	10 10 10 10 
Newton: 5	40	10 10 10 10 
Newton: 5	41	10 11 10 10 
Newton: 5	42	10 12 10 10 
Newton: 5	43	11 11 11 10 
Newton: 5	43	11 12 10 10 
Newton: 5	43	11 11 11 10 
Newton: 5	43	11 12 10 10 
Newton: 5	44	11 12 11 10 
Newton: 5	45	12 12 11 10 
Newton: 5	44	11 12 11 10 
Newton: 5	46	12 12 11 11 
Newton: 5	46	12 12 11 11 
Newton: 6	56	12 12 11 11 10 
Newton: 6	57	12 12 12 10 11 
Newton: 7	65	12 12 9 11 11 10 
Newton: 5	46	12 12 11 11 
Newton: 5	45	11 12 11 11 
Newton: 6	57	12 12 11 11 11 
Newton: 5	45	12 11 11 11 
Newton: 5	44	12 11 11 10 
Newton: 5	44	13 11 10 10 
Newton: 5	44	11 11 12 10 
Newton: 7	56	10 7 8 12 10 9 
Newton: 5	45	11 12 11 11 
Newton: 5	45	11 12 12 10 
Newton: 5	45	11 12 12 10 
Newton: 5	45	11 12 11 11 
Newton: 4	34	11 12 11 
Newton: 4	35	11 12 12 
Newton: 5	45	11 12 12 10 
Newton: 5	46	11 13 12 10 
Newton: 5	46	10 13 12 11 
Newton: 5	46	10 13 12 11 
Newton: 5	46	10 13 12 11 
Newton: 4	35	11 12 12 
Newton: 5	46	10 13 12 11 
Newton: 4	33	10 12 11 
Newton: 4	33	10 12 11 
Newton: 5	46	10 12 13 11 
Newton: 5	47	11 12 13 11 
Newton: 5	47	10 13 13 11 
Newton: 5	48	11 13 13 11 
Newton: 5	47	10 13 13 11 
Newton: 5	48	11 13 12 12 
Newton: 5	49	11 13 13 12 
Newton: 5	49	11 13 13 12 
Newton: 5	47	11 12 13 11 
Newton: 5	49	11 13 13 12 
Newton: 5	49	11 13 13 12 
Newton: 5	49	11 13 13 12 
Newton: 5	49	11 13 13 12 
Newton: 5	49	11 13 13 12 
Newton: 5	49	11 13 13 12 
Newton: 5	49	11 13 13 12 
Newton: 5	49	11 13 13 12 
Newton: 5	49	11 13 13 12 
Newton: 5	49	11 13 13 12 
Newton: 5	49	11 13 13 12 
Newton: 5	49	11 13 13 12 
Newton: 5	49	11 13 13 12 
Newton: 5	48	11 13 12 12 
Newton: 5	47	11 12 13 11 
Newton: 5	47	11 12 13 11 
Newton: 5	47	11 12 12 12 
Newton: 5	45	11 11 12 11 
Newton: 5	44	11 11 11 11 
Newton: 5	43	11 11 11 10 
Newton: 5	43	11 11 11 10 
Newton: 5	42	11 11 11 9 
Newton: 5	43	11 11 11 10 
Newton: 5	43	11 11 11 10 
Newton: 5	42	11 11 11 9 
Newton: 5	42	11 11 11 9 
Newton: 5	43	11 11 11 10 
Newton: 5	43	11 11 11 10 
Newton: 6	52	11 11 11 10 9 
Newton: 6	51	11 11 11 9 9 
Newton: 6	50	11 11 10 9 9 
Newton: 7	60	11 11 11 9 9 9 
Newton: 6	52	11 11 11 10 9 
Newton: 5	42	11 11 11 9 
Newton: 5	41	11 11 10 9 
Newton: 6	46	11 10 6 8 11 
Newton: 6	49	10 10 10 11 8 
Newton: 5	41	11 11 10 9 
Newton: 6	50	10 11 10 10 9 
Newton: 6	51	10 11 10 11 9 
Newton: 7	59	10 11 10 9 10 9 
Newton: 7	60	10 11 10 10 9 10 
Newton: 5	41	10 12 10 9 
Newton: 5	41	10 12 10 9 
Newton: 6	50	10 11 10 10 9 
Newton: 6	49	10 11 10 9 9 
Newton: 7	56	10 11 9 7 9 10 
Newton: 7	53	10 10 9 7 10 7 
Newton: 6	49	10 10 10 10 9 
Newton: 7	56	10 10 10 9 9 8 
Newton: 9	74	10 10 10 9 7 11 8 9 
Newton: 8	58	9 9 8 7 8 9 8 
Newton: 6	47	9 10 9 10 9 
Newton: 6	46	10 9 9 9 9 
Newton: 6	48	10 9 10 10 9 
Newton: 5	41	10 10 11 10 
Newton: 6	47	11 9 8 10 9 
Newton: 7	57	11 10 9 9 9 9 
Newton: 6	51	10 11 10 10 10 
Newton: 6	49	10 10 10 10 9 
Newton: 6	51	10 10 11 10 10 
Newton: 5	42	11 11 10 10 
Newton: 5	42	11 11 10 10 
Newton: 6	53	11 11 11 10 10 
Newton: 7	62	11 10 11 10 10 10 
Newton: 6	53	11 12 10 10 10 
Newton: 6	53	11 12 11 10 9 
Newton: 5	42	12 10 10 10 
Newton: 5	44	12 12 10 10 
Newton: 5	46	12 12 11 11 
Newton: 6	50	12 10 9 10 9 
Newton: 5	46	11 12 11 12 
Newton: 5	46	11 13 11 11 
Newton: 5	46	12 12 11 11 
Newton: 5	49	12 13 12 12 
Newton: 5	43	12 10 10 11 
Newton: 5	45	12 12 10 11 
Newton: 4	32	10 11 11 
Newton: 5	44	11 12 11 10 
Newton: 7	60	10 11 10 10 10 9 
Newton: 7	59	10 10 9 11 10 9 
Newton: 7	61	11 10 10 11 10 9 
Newton: 5	42	11 11 10 10 
Newton: 6	50	10 11 10 10 9 
Newton: 6	49	12 10 8 11 8 
Newton: 5	39	10 11 9 9 
Newton: 5	41	10 11 10 10 
Newton: 5	39	10 11 9 9 
Newton: 6	49	11 10 9 10 9 
Newton: 6	46	10 11 9 8 8 
Newton: 5	38	10 11 9 8 
Newton: 5	40	11 11 9 9 
Newton: 6	47	10 9 9 10 9 
Newton: 5	38	9 10 10 9 
Newton: 5	40	11 11 9 9 
Newton: 5	41	11 11 10 9 
Newton: 6	49	10 11 10 9 9 
Newton: 6	48	9 11 9 10 9 
Newton: 5	39	10 11 9 9 
Newton: 5	39	10 11 9 9 
Newton: 5	39	10 12 9 8 
Newton: 5	40	10 12 9 9 
Newton: 6	49	9 11 9 10 10 
Newton: 8	56	10 11 6 6 6 9 8 
Newton: 6	48	9 11 9 9 10 
Newton: 5	40	9 11 10 10 
Newton: 5	38	9 11 9 9 
Newton: 5	36	9 9 9 9 
Newton: 5	36	9 9 9 9 
Newton: 5	37	9 10 9 9 
Newton: 5	37	9 10 9 9 
Newton: 5	37	9 10 9 9 
Newton: 6	45	9 10 9 9 8 
Newton: 7	53	9 10 9 9 8 8 
Newton: 5	37	10 9 9 9 
Newton: 5	36	9 9 9 9 
Newton: 5	38	10 10 9 9 
Newton: 5	38	10 10 9 9 
Newton: 6	46	10 10 9 9 8 
Newton: 6	45	9 9 9 9 9 
Newton: 9	61	9 8 9 8 6 6 8 7 
Newton: 9	64	9 9 9 7 6 6 9 9 
Newton: 5	35	9 9 9 8 
Newton: 6	46	9 10 9 9 9 
Newton: 6	46	9 10 9 9 9 
Newton: 6	46	9 9 10 9 9 
Newton: 6	47	10 10 9 9 9 
Newton: 6	47	10 10 10 9 8 
Newton: 6	49	10 11 9 10 9 
Newton: 6	49	10 10 10 10 9 
Newton: 5	41	10 11 10 10 
Newton: 5	41	10 11 10 10 
Newton: 5	41	10 11 10 10 
Newton: 5	41	10 11 10 10 
Newton: 5	41	10 11 11 9 
Newton: 5	42	10 11 11 10 
Newton: 5	41	10 10 10 11 
Newton: 6	50	11 8 10 11 10 
Newton: 5	43	10 11 12 10 
Newton: 5	45	11 12 11 11 
Newton: 5	44	11 11 11 11 
Newton: 6	53	10 11 11 12 9 
Newton: 6	57	12 12 12 11 10 
Newton: 5	45	12 11 11 11 
Newton: 5	47	13 12 11 11 
Newton: 5	46	11 12 12 11 
Newton: 5	45	10 12 12 11 
Newton: 5	45	10 12 12 11 
Newton: 6	54	10 11 11 11 11 
Newton: 6	53	10 12 10 11 10 
Newton: 5	45	10 12 11 12 
Newton: 5	45	10 12 12 11 
Newton: 5	45	10 12 12 11 
Newton: 6	56	10 12 12 11 11 
Newton: 5	45	10 12 12 11 
Newton: 5	44	9 12 12 11 
Newton: 5	43	9 12 12 10 
Newton: 4	33	9 12 12 
Newton: 4	33	9 12 12 
Newton: 4	32	9 11 12 
Newton: 4	32	10 11 11 
Newton: 4	32	10 11 11 
Newton: 4	32	10 11 11 
Newton: 6	49	10 9 9 11 10 
Newton: 10	81	10 10 9 7 10 8 8 9 10 
Newton: 10	83	8 7 10 11 12 8 7 10 10 
Newton: 7	67	11 12 12 11 9 12 
Newton: 5	46	11 12 12 11 
Newton: 5	47	10 13 12 12 
Newton: 5	46	11 12 13 10 
Newton: 5	46	11 12 13 10 
Newton: 5	47	11 12 12 12 
Newton: 5	46	11 13 11 11 
Newton: 5	46	11 13 11 11 
Newton: 5	46	11 13 11 11 
Newton: 5	47	11 13 11 12 
Newton: 5	47	11 13 12 11 
Newton: 5	47	11 13 12 11 
Newton: 5	47	11 13 12 11 
Newton: 5	47	11 12 12 12 
Newton: 5	46	11 12 12 11 
Newton: 5	46	11 12 12 11 
Newton: 5	47	11 12 12 12 
Newton: 5	46	11 12 11 12 
Newton: 6	52	11 10 10 9 12 
Newton: 5	47	11 12 12 12 
Newton: 5	46	11 12 12 11 
Newton: 5	46	11 12 12 11 
Newton: 5	45	11 12 11 11 
Newton: 5	44	11 11 11 11 
Newton: 6	54	11 11 11 11 10 
Newton: 6	49	11 8 8 12 10 
Newton: 5	43	11 11 11 10 
Newton: 5	43	11 11 11 10 
Newton: 5	43	11 11 11 10 
Newton: 5	43	11 11 11 10 
Newton: 5	43	11 11 11 10 
Newton: 5	43	11 11 11 10 
Newton: 5	43	11 11 11 10 
Newton: 5	43	11 11 11 10 
Newton: 5	42	11 11 11 9 
Newton: 5	43	11 11 11 10 
Newton: 5	41	11 11 10 9 
Newton: 5	39	11 10 10 8 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 6	44	10 10 7 9 8 
Newton: 7	54	10 10 9 8 9 8 
Newton: 6	48	10 9 10 10 9 
Newton: 5	39	10 9 10 10 
Newton: 6	47	9 10 10 9 9 
Newton: 5	38	9 9 11 9 
Newton: 5	38	9 9 10 10 
Newton: 7	51	8 8 10 8 8 9 
Newton: 9	59	9 7 7 8 9 6 6 7 
Newton: 8	60	9 7 8 9 9 9 9 
Newton: 6	45	9 9 9 10 8 
Newton: 6	46	9 10 9 10 8 
Newton: 5	37	9 10 8 10 
Newton: 5	37	9 9 9 10 
Newton: 5	37	9 9 9 10 
Newton: 6	45	9 9 9 10 8 
Newton: 7	54	9 10 10 8 8 9 
Newton: 6	45	8 10 10 9 8 
Newton: 6	47	9 10 9 10 9 
Newton: 5	37	10 9 9 9 
Newton: 5	36	8 10 9 9 
Newton: 5	38	10 10 9 9 
Newton: 6	47	10 10 9 9 9 
Newton: 7	53	10 9 8 8 9 9 
Newton: 7	56	10 10 9 8 10 9 
Newton: 6	51	11 11 11 9 9 
Newton: 6	53	12 11 11 10 9 
Newton: 6	46	9 10 9 9 9 
Newton: 5	39	11 10 9 9 
Newton: 7	59	10 10 10 10 10 9 
Newton: 6	49	10 10 10 10 9 
Newton: 5	40	10 11 10 9 
Newton: 5	39	11 10 9 9 
Newton: 6	49	10 10 10 10 9 
Newton: 6	45	11 8 8 9 9 
Newton: 7	50	10 10 7 7 8 8 
Newton: 7	58	11 11 8 8 10 10 
Newton: 18	125	11 11 7 8 6 8 6 8 4 3 6 8 8 8 7 8 8 
Newton: 7	61	10 10 10 10 11 10 
Newton: 6	52	11 10 10 11 10 
Newton: 5	45	12 12 10 11 
Newton: 5	43	11 11 10 11 
Newton: 5	42	12 11 10 9 
Newton: 5	42	11 11 10 10 
Newton: 5	38	10 11 9 8 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 11 9 9 
Newton: 5	40	10 11 9 10 
Newton: 5	41	10 11 10 10 
Newton: 5	41	10 11 10 10 
Newton: 5	40	10 11 9 10 
Newton: 5	39	10 11 9 9 
Newton: 5	39	10 10 9 10 
Newton: 6	48	10 11 9 9 9 
Newton: 5	43	11 12 11 9 
Newton: 5	42	12 10 10 10 
Newton: 5	39	10 11 9 9 
Newton: 5	39	10 11 9 9 
Newton: 5	39	10 11 9 9 
Newton: 5	39	10 11 9 9 
Newton: 5	38	9 11 9 9 
Newton: 5	39	10 11 9 9 
Newton: 5	39	10 11 9 9 
Newton: 5	39	10 11 9 9 
Newton: 5	39	10 11 9 9 
Newton: 5	42	11 11 10 10 
Newton: 5	42	11 11 10 10 
Newton: 5	41	11 10 10 10 
Newton: 5	39	11 10 9 9 
Newton: 5	40	11 10 9 10 
Newton: 5	39	9 11 10 9 
Newton: 6	46	9 8 10 9 10 
Newton: 6	48	9 10 10 10 9 
Newton: 5	37	9 9 10 9 
Newton: 5	37	9 10 9 9 
Newton: 6	45	9 10 9 9 8 
Newton: 7	54	9 10 9 9 9 8 
Newton: 6	44	9 9 9 9 8 
Newton: 5	37	9 10 9 9 
Newton: 5	36	9 10 9 8 
Newton: 6	43	9 9 9 8 8 
Newton: 7	49	9 7 8 7 10 8 
Newton: 7	54	9 9 9 9 9 9 
Newton: 5	37	9 10 9 9 
Newton: 6	44	9 9 9 9 8 
Newton: 6	43	9 9 9 8 8 
Newton: 6	43	9 9 9 8 8 
Newton: 5	35	9 9 9 8 
Newton: 6	43	9 9 9 8 8 
Newton: 9	56	8 6 6 5 8 7 7 9 
Newton: 7	48	9 8 7 7 9 8 
Newton: 5	35	9 9 9 8 
Newton: 5	34	9 9 8 8 
Newton: 5	34	9 9 8 8 
Newton: 5	34	9 9 8 8 
Newton: 5	34	9 9 8 8 
Newton: 6	43	9 9 9 8 8 
Newton: 5	35	9 9 9 8 
Newton: 6	43	9 9 9 8 8 
Newton: 6	43	9 8 8 8 10 
Newton: 5	34	9 8 9 8 
Newton: 6	41	8 8 7 10 8 
Newton: 5	31	8 7 8 8 
Newton: 6	42	8 8 9 9 8 
Newton: 5	34	8 8 7 11 
Newton: 5	36	8 8 11 9 
Newton: 5	37	9 8 11 9 
Newton: 5	37	9 8 10 10 
Newton: 5	38	9 9 10 10 
Newton: 5	38	10 10 8 10 
Newton: 5	38	10 10 9 9 
Newton: 5	39	11 10 9 9 
Newton: 5	38	11 9 9 9 
Newton: 5	38	10 10 9 9 
Newton: 5	38	9 10 10 9 
Newton: 5	38	9 10 10 9 
Newton: 5	38	9 10 10 9 
Newton: 6	45	8 10 10 9 8 
Newton: 6	43	8 10 8 9 8 
Newton: 6	46	8 10 10 9 9 
Newton: 5	36	8 9 10 9 
Newton: 5	35	8 9 8 10 
Newton: 5	36	8 9 10 9 
Newton: 6	42	8 8 8 10 8 
Newton: 6	38	7 5 9 10 7 
Newton: 5	35	8 9 10 8 
Newton: 5	36	8 10 9 9 
Newton: 5	35	8 10 9 8 
Newton: 6	45	9 9 9 9 9 
Newton: 6	37	8 7 6 8 8 
Newton: 7	47	8 6 7 6 11 9 
Newton: 7	48	10 8 6 7 8 9 
Newton: 5	36	9 9 8 10 
Newton: 5	37	9 10 10 8 
Newton: 5	38	9 10 10 9 
Newton: 5	38	9 10 10 9 
Newton: 6	46	8 10 10 9 9 
Newton: 6	46	8 10 10 9 9 
Newton: 5	38	9 10 10 9 
Newton: 6	44	9 10 7 9 9 
Newton: 5	37	9 9 9 10 
Newton: 5	38	9 10 10 9 
Newton: 5	39	9 10 10 10 
Newton: 5	39	9 10 10 10 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 6	47	10 10 10 9 8 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	38	10 10 10 8 
Newton: 5	38	10 10 10 8 
Newton: 5	38	10 10 10 8 
Newton: 6	46	10 10 10 8 8 
Newton: 6	44	10 9 7 9 9 
Newton: 5	36	10 9 9 8 
Newton: 5	38	10 10 10 8 
Newton: 5	38	10 10 10 8 
Newton: 5	38	10 10 10 8 
Newton: 5	38	10 10 10 8 
Newton: 5	38	10 10 10 8 
Newton: 6	46	10 10 10 8 8 
Newton: 5	38	10 10 10 8 
Newton: 5	38	10 10 10 8 
Newton: 5	37	10 10 9 8 
Newton: 6	46	10 10 10 8 8 
Newton: 7	51	10 8 8 9 8 8 
Newton: 6	41	9 7 8 7 10 
Newton: 5	32	9 7 8 8 
Newton: 6	44	10 8 9 9 8 
Newton: 6	37	10 7 6 8 6 
Newton: 6	41	9 8 9 6 9 
Newton: 7	47	9 8 8 6 7 9 
Newton: 6	44	10 7 10 8 9 
Newton: 6	45	10 8 10 9 8 
Newton: 7	50	9 7 9 8 9 8 
Newton: 8	59	10 7 6 7 9 10 10 
Newton: 7	51	9 7 7 9 10 9 
Newton: 7	58	10 10 10 10 9 9 
Newton: 5	38	9 9 11 9 
Newton: 5	36	7 9 10 10 
Newton: 5	37	8 9 10 10 
Newton: 6	44	8 9 8 10 9 
Newton: 5	37	9 9 9 10 
Newton: 6	47	10 8 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	41	10 11 10 10 
Newton: 7	58	11 11 9 10 7 10 
Newton: 8	57	10 6 9 7 7 8 10 
Newton: 7	57	10 10 8 9 11 9 
Newton: 8	62	10 10 8 7 7 10 10 
Newton: 7	55	9 9 10 8 10 9 
Newton: 6	46	9 10 9 9 9 
Newton: 5	42	11 11 10 10 
Newton: 5	43	11 11 11 10 
Newton: 5	44	12 11 11 10 
Newton: 5	43	12 11 10 10 
Newton: 5	43	11 11 11 10 
Newton: 5	42	11 11 10 10 
Newton: 6	50	10 11 10 9 10 
Newton: 6	52	11 12 10 9 10 
Newton: 5	45	12 12 11 10 
Newton: 6	51	11 11 8 11 10 
Newton: 5	41	11 10 10 10 
Newton: 5	44	11 11 11 11 
Newton: 5	45	11 12 11 11 
Newton: 6	52	11 10 10 10 11 
Newton: 6	53	11 10 11 11 10 
Newton: 5	43	12 10 11 10 
Newton: 5	43	12 11 10 10 
Newton: 7	61	11 12 9 10 10 9 
Newton: 5	41	10 12 10 9 
Newton: 6	50	10 11 9 10 10 
Newton: 7	58	10 10 9 11 9 9 
Newton: 6	50	10 11 10 10 9 
Newton: 6	50	10 11 9 10 10 
Newton: 5	41	10 12 9 10 
Newton: 5	42	11 11 10 10 
Newton: 5	42	11 11 10 10 
Newton: 5	42	11 11 10 10 
Newton: 5	43	12 12 10 9 
Newton: 5	42	12 12 9 9 
Newton: 5	42	11 11 10 10 
Newton: 5	42	11 11 10 10 
Newton: 5	42	11 11 10 10 
Newton: 5	42	11 11 10 10 
Newton: 5	40	10 12 9 9 
Newton: 5	39	9 10 10 10 
Newton: 6	48	9 10 10 10 9 
Newton: 6	48	9 10 10 10 9 
Newton: 5	38	9 10 9 10 
Newton: 5	38	9 10 9 10 
Newton: 6	50	11 10 10 10 9 
Newton: 5	40	11 10 10 9 
Newton: 5	38	9 11 9 9 
Newton: 5	37	9 10 9 9 
Newton: 5	37	9 10 9 9 
Newton: 5	37	9 10 9 9 
Newton: 5	37	9 10 9 9 
Newton: 5	37	9 10 9 9 
Newton: 5	37	9 10 9 9 
Newton: 5	38	9 11 9 9 
Newton: 5	37	9 10 9 9 
Newton: 6	45	9 10 9 9 8 
Newton: 6	45	9 10 9 9 8 
Newton: 5	37	9 10 9 9 
Newton: 5	37	9 10 9 9 
Newton: 5	38	10 10 9 9 
Newton: 6	45	9 10 9 9 8 
Newton: 6	45	9 10 9 9 8 
Newton: 6	44	9 9 9 9 8 
Newton: 6	44	9 9 8 9 9 
Newton: 6	44	9 9 9 9 8 
Newton: 6	43	9 9 8 9 8 
Newton: 7	51	9 8 9 9 8 8 
Newton: 6	45	9 10 9 9 8 
Newton: 6	44	9 9 9 9 8 
Newton: 6	44	9 9 9 9 8 
Newton: 9	63	9 7 8 8 7 6 7 11 
Newton: 7	49	9 9 6 7 8 10 
Newton: 6	43	9 9 9 8 8 
Newton: 5	35	9 9 9 8 
Newton: 5	36	9 10 9 8 
Newton: 6	42	9 9 8 8 8 
Newton: 5	35	9 9 9 8 
Newton: 5	35	9 9 9 8 
Newton: 5	37	10 10 9 8 
Newton: 5	37	10 10 9 8 
Newton: 5	36	9 10 9 8 
Newton: 5	37	9 10 9 9 
Newton: 7	49	8 7 8 9 8 9 
Newton: 7	45	8 7 7 7 9 7 
Newton: 6	43	9 8 8 10 8 
Newton: 5	38	9 10 9 10 
Newton: 5	38	9 10 9 10 
Newton: 5	37	10 9 8 10 
Newton: 5	36	9 9 9 9 
Newton: 5	36	9 9 9 9 
Newton: 5	37	10 9 9 9 
Newton: 5	38	10 10 9 9 
Newton: 6	47	10 9 10 9 9 
Newton: 5	36	10 9 8 9 
Newton: 5	39	10 10 10 9 
Newton: 6	48	10 10 9 10 9 
Newton: 6	45	10 10 7 9 9 
Newton: 5	38	9 10 10 9 
Newton: 6	46	9 10 10 9 8 
Newton: 5	38	9 10 10 9 
Newton: 6	45	9 9 10 9 8 
Newton: 5	36	8 9 10 9 
Newton: 5	37	9 9 10 9 
Newton: 5	37	9 10 9 9 
Newton: 5	36	9 10 9 8 
Newton: 5	36	9 10 9 8 
Newton: 5	37	9 10 9 9 
Newton: 5	36	9 10 9 8 
Newton: 5	36	9 10 9 8 
Newton: 5	38	9 10 10 9 
Newton: 5	38	9 10 10 9 
Newton: 5	37	9 10 10 8 
Newton: 5	37	9 9 9 10 
Newton: 7	50	8 7 8 9 9 9 
Newton: 5	36	8 8 11 9 
Newton: 5	38	9 10 10 9 
Newton: 5	38	9 10 10 9 
Newton: 5	37	9 9 10 9 
Newton: 6	42	8 8 9 8 9 
Newton: 5	36	8 9 10 9 
Newton: 5	38	9 9 10 10 
Newton: 6	46	9 9 9 10 9 
Newton: 6	44	9 7 10 9 9 
Newton: 5	37	9 9 10 9 
Newton: 5	38	9 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	39	10 10 10 9 
Newton: 5	40	10 11 10 9 
Newton: 5	40	10 11 10 9 
Newton: 5	40	10 11 10 9 
Newton: 5	40	10 11 10 9 
Newton: 5	40	10 11 10 9 
Newton: 5	40	10 11 10 9 
Newton: 5	40	10 11 10 9 
Newton: 5	41	11 11 10 9 
Newton: 5	41	11 11 10 9 
Newton: 5	39	10 11 10 8 
Newton: 5	39	10 11 10 8 
Newton: 5	39	10 11 10 8 
Newton: 5	39	10 11 10 8 
Newton: 5	39	10 11 9 9 
Newton: 5	38	10 10 8 10 
Newton: 5	37	10 10 9 8 
Newton: 5	36	10 10 8 8 
Newton: 6	45	10 10 9 8 8 
Newton: 7	52	10 10 7 9 8 8 
Newton: 7	50	10 9 6 6 10 9 
Newton: 6	43	10 9 7 9 8 
Newton: 6	42	10 8 7 9 8 
Newton: 9	63	9 7 8 7 8 8 9 7 
Newton: 8	51	9 7 6 6 8 8 7 
Newton: 8	46	9 6 5 6 6 8 6 
Newton: 7	50	9 9 7 8 9 8 
Newton: 7	52	9 9 9 10 7 8 
Newton: 6	44	9 8 9 9 9 
Newton: 6	46	9 10 9 10 8 
Newton: 6	46	10 10 9 9 8 
Newton: 7	53	9 10 9 9 8 8 
Newton: 7	50	10 9 6 8 9 8 
Newton: 20	111	10 6 5 5 4 5 4 5 4 5 5 4 5 5 6 7 9 9 8 
Newton: 8	60	10 8 6 8 10 9 9 
Newton: 6	47	11 10 9 9 8 
Newton: 5	39	10 10 10 9 
Newton: 6	48	11 10 8 10 9 
Newton: 6	48	10 10 9 10 9 
Newton: 7	58	10 10 10 9 10 9 
Newton: 6	49	11 10 10 9 9 
Newton: 6	49	11 10 10 9 9 
Newton: 6	50	10 10 10 10 10 
Newton: 6	51	11 10 10 10 10 
Newton: 6	50	10 10 10 10 10 
Newton: 5	41	10 10 11 10 
Newton: 6	53	11 12 10 10 10 
Newton: 5	45	12 12 11 10 
Newton: 5	41	11 10 10 10 
Newton: 6	52	11 10 10 11 10 
Newton: 5	43	11 11 10 11 
Newton: 4	31	10 10 11 
Newton: 6	50	10 10 10 10 10 
Newton: 6	52	12 10 10 10 10 
Newton: 5	44	11 11 11 11 
Newton: 5	44	11 11 11 11 
Newton: 5	44	11 11 11 11 
Newton: 5	43	11 11 11 10 
Newton: 6	48	11 8 9 11 9 
Newton: 5	42	10 12 10 10 
Newton: 5	42	10 12 9 11 
Newton: 6	50	10 11 9 10 10 
Newton: 5	40	10 12 9 9 
Newton: 6	50	10 10 10 10 10 
Newton: 6	49	9 11 9 10 10 
Newton: 6	49	10 11 8 11 9 
